year,month,origin,blend,roast_level,type,sales,unit_price
2017,6,Colombia,Single,dark,Evergreen,1278.0,9.837657657657646
2017,6,Colombia,Single,medium,Seasonal,192.75,5.040888888888888
2017,6,"Colombia, Brazil, Ethiopia ",Blend,dark,Evergreen,4718.0,10.852118721461192
2017,6,Ecuador,Single,light,Seasonal,12.0,5.454814814814815
2017,6,Ethiopia,Single,medium,Evergreen,312.75,9.989468599033815
2017,6,Ethiopia,Single,medium,Seasonal,189.75,8.957929824561404
2017,6,Guatemala,Single,medium,Seasonal,322.0,8.292056737588654
2017,6,Kenya,Single,medium,Seasonal,80.5,9.429615384615383
2017,6,"Kenya, Colombia",Blend,medium,Evergreen,266.5,9.644527777777775
2017,6,Rwanda,Single,light,Seasonal,20.75,5.275
2017,7,Brazil,Single,dark,Seasonal,2194.5,8.954030701754386
2017,7,Colombia,Single,dark,Evergreen,906.75,10.085655430711604
2017,7,Colombia,Single,dark,Seasonal,16.5,3.8186666666666667
2017,7,Colombia,Single,medium,Seasonal,101.0,7.35151515151515
2017,7,"Colombia, Brazil, Ethiopia ",Blend,dark,Evergreen,3372.5,9.820763888888887
2017,7,Costa Rica,Single,medium,Seasonal,33.75,4.848888888888889
2017,7,Ecuador,Single,light,Seasonal,3.75,5.973333333333334
2017,7,Ethiopia,Single,medium,Evergreen,413.75,10.356505376344085
2017,7,Ethiopia,Single,medium,Seasonal,186.0,10.118666666666666
2017,7,Guatemala,Single,medium,Seasonal,169.75,8.48627450980392
2017,7,"Guatemala, Brazil ",Blend,dark,Evergreen,7.5,0.0
2017,7,Kenya,Single,medium,Seasonal,211.0,11.035392156862745
2017,7,"Kenya, Colombia",Blend,medium,Evergreen,96.0,10.450666666666665
2017,7,Panama,Single,light,Seasonal,0.5,76.0
2017,8,Brazil,Single,dark,Seasonal,2619.0,8.770193415637854
2017,8,Colombia,Single,dark,Evergreen,1276.75,10.605216049382708
2017,8,Colombia,Single,dark,Seasonal,74.5,8.0325
2017,8,Colombia,Single,medium,Seasonal,280.0,8.000952380952379
2017,8,"Colombia, Brazil, Ethiopia ",Blend,dark,Evergreen,4490.25,10.77014390602056
2017,8,Costa Rica,Single,medium,Seasonal,84.0,7.500303030303031
2017,8,Ecuador,Single,light,Seasonal,20.25,9.111666666666666
2017,8,Ethiopia,Single,medium,Evergreen,331.5,10.548439716312059
2017,8,Ethiopia,Single,medium,Seasonal,225.25,10.174217391304346
2017,8,Guatemala,Single,medium,Seasonal,466.25,9.159551282051279
2017,8,"Guatemala, Brazil ",Blend,dark,Evergreen,297.0,7.39491666666667
2017,8,Kenya,Single,medium,Seasonal,191.75,10.435166666666666
2017,8,Mexico,Single,medium,Seasonal,3.0,0.0
2017,8,Nicaragua,Single,medium,Seasonal,21.0,12.65142857142857
