year,month,origin,source,blend,roast_level,type,sales,unit_price,monthly_sales
2017,5,Brazil,Online,Single,dark,Seasonal,408.75,20.0,1027.5
2017,5,Colombia,In Store,Single,medium,Seasonal,449.25,29.333333333333506,757.5
2017,5,Colombia,Online,Single,dark,Evergreen,198.75,23.889908256880734,757.5
2017,5,Colombia,Online,Single,medium,Seasonal,109.5,29.333333333333393,757.5
2017,5,"Colombia, Brazil, Ethiopia ",In Store,Blend,dark,Evergreen,567.75,20.0,804.75
2017,5,"Colombia, Brazil, Ethiopia ",Online,Blend,dark,Evergreen,237.0,19.764705882352942,804.75
2017,5,Ecuador,In Store,Single,light,Seasonal,2.25,24.0,124.5
2017,5,Ecuador,Online,Single,light,Seasonal,122.25,24.0,124.5
2017,5,Ethiopia,In Store,Single,medium,Evergreen,624.0,20.0,921.0
2017,5,Ethiopia,Online,Single,medium,Evergreen,297.0,19.936305732484076,921.0
2017,5,Guatemala,Online,Single,medium,Seasonal,182.25,20.0,182.25
2017,5,"Kenya, Colombia",Online,Blend,medium,Evergreen,28.5,24.0,28.5
2017,5,Panama,In Store,Single,light,Seasonal,101.0,76.50261780104712,145.0
2017,5,Panama,Online,Single,light,Seasonal,44.0,78.98507462686567,145.0
2017,5,Rwanda,In Store,Single,light,Seasonal,361.5,20.0,463.5
2017,5,Rwanda,Online,Single,light,Seasonal,102.0,20.0,463.5
2017,5,Sumatra,Online,Single,dark,Seasonal,5.25,24.0,5.25
2017,6,Brazil,In Store,Single,dark,Seasonal,463.5,20.0,726.0
2017,6,Brazil,Online,Single,dark,Seasonal,262.5,20.0,726.0
2017,6,Colombia,In Store,Single,medium,Seasonal,282.0,29.333333333333364,501.0
2017,6,Colombia,Online,Single,dark,Evergreen,151.5,24.0,501.0
2017,6,Colombia,Online,Single,medium,Seasonal,67.5,29.333333333333336,501.0
2017,6,"Colombia, Brazil, Ethiopia ",In Store,Blend,dark,Evergreen,469.5,20.0,666.75
2017,6,"Colombia, Brazil, Ethiopia ",Online,Blend,dark,Evergreen,197.25,19.75257731958763,666.75
2017,6,Costa Rica,Online,Single,medium,Seasonal,13.5,6.666666666666666,13.5
2017,6,Ecuador,In Store,Single,light,Seasonal,294.0,24.0,376.5
2017,6,Ecuador,Online,Single,light,Seasonal,82.5,24.0,376.5
2017,6,Ethiopia,In Store,Single,medium,Evergreen,530.25,20.0,1404.0
2017,6,Ethiopia,In Store,Single,medium,Seasonal,446.25,24.0,1404.0
2017,6,Ethiopia,Online,Single,medium,Evergreen,218.25,20.0,1404.0
2017,6,Ethiopia,Online,Single,medium,Seasonal,209.25,24.0,1404.0
2017,6,Guatemala,In Store,Single,medium,Seasonal,28.5,20.0,172.5
2017,6,Guatemala,Online,Single,medium,Seasonal,144.0,20.0,172.5
2017,6,Kenya,In Store,Single,medium,Seasonal,20.25,24.0,96.75
2017,6,Kenya,Online,Single,medium,Seasonal,76.5,24.0,96.75
2017,6,"Kenya, Colombia",Online,Blend,medium,Evergreen,17.25,24.0,17.25
2017,6,Panama,In Store,Single,light,Seasonal,65.0,76.46666666666667,86.5
2017,6,Panama,Online,Single,light,Seasonal,21.5,76.21621621621621,86.5
2017,6,Rwanda,In Store,Single,light,Seasonal,31.5,20.0,32.25
2017,6,Rwanda,Online,Single,light,Seasonal,0.75,20.0,32.25
2017,7,Brazil,In Store,Single,dark,Seasonal,359.25,20.0,608.90625
2017,7,Brazil,Online,Single,dark,Seasonal,249.65625,20.387096774193548,608.90625
2017,7,Colombia,In Store,Single,medium,Seasonal,17.25,29.333333333333336,195.0
2017,7,Colombia,Online,Single,dark,Evergreen,146.25,24.0,195.0
2017,7,Colombia,Online,Single,medium,Seasonal,31.5,29.33333333333334,195.0
2017,7,"Colombia, Brazil, Ethiopia ",In Store,Blend,dark,Evergreen,453.75,20.0,640.71875
2017,7,"Colombia, Brazil, Ethiopia ",Online,Blend,dark,Evergreen,186.96875,20.32,640.71875
2017,7,Costa Rica,Online,Single,medium,Seasonal,282.40625,18.095890410958905,282.40625
2017,7,Ecuador,In Store,Single,light,Seasonal,237.0,24.0,324.0625
2017,7,Ecuador,Online,Single,light,Seasonal,87.0625,24.727272727272727,324.0625
2017,7,Ethiopia,In Store,Single,medium,Evergreen,423.75,20.0,1305.75
2017,7,Ethiopia,In Store,Single,medium,Seasonal,524.25,24.0,1305.75
2017,7,Ethiopia,Online,Single,medium,Evergreen,210.75,20.0,1305.75
2017,7,Ethiopia,Online,Single,medium,Seasonal,147.0,24.0,1305.75
2017,7,Guatemala,In Store,Single,medium,Seasonal,417.0,20.0,560.34375
2017,7,Guatemala,Online,Single,medium,Seasonal,143.34375,20.903225806451612,560.34375
2017,7,Kenya,In Store,Single,medium,Seasonal,310.5,24.0,418.75
2017,7,Kenya,Online,Single,medium,Seasonal,108.25,24.732394366197184,418.75
2017,7,"Kenya, Colombia",Online,Blend,medium,Evergreen,14.25,24.0,14.25
2017,7,Panama,In Store,Single,light,Seasonal,67.0,76.37209302325581,103.0
2017,7,Panama,Online,Single,light,Seasonal,36.0,76.0,103.0
2017,7,Rwanda,In Store,Single,light,Seasonal,3.75,20.0,3.75
2017,8,Brazil,In Store,Single,dark,Seasonal,308.25,20.0,552.625
2017,8,Brazil,Online,Single,dark,Seasonal,244.375,21.13131313131313,552.625
2017,8,Colombia,In Store,Single,medium,Seasonal,1.5,29.333333333333332,201.75
2017,8,Colombia,Online,Single,dark,Evergreen,168.75,24.0,201.75
2017,8,Colombia,Online,Single,dark,Seasonal,31.5,20.0,201.75
2017,8,"Colombia, Brazil, Ethiopia ",In Store,Blend,dark,Evergreen,450.75,20.0,651.53125
2017,8,"Colombia, Brazil, Ethiopia ",Online,Blend,dark,Evergreen,200.78125,20.458333333333332,651.53125
2017,8,Costa Rica,In Store,Single,medium,Seasonal,318.75,20.0,482.4375
2017,8,Costa Rica,Online,Single,medium,Seasonal,163.6875,21.45945945945946,482.4375
2017,8,Ecuador,In Store,Single,light,Seasonal,220.5,24.0,296.84375
2017,8,Ecuador,Online,Single,light,Seasonal,76.34375,25.530434782608694,296.84375
2017,8,Ethiopia,In Store,Single,medium,Evergreen,333.75,20.0,1319.25
2017,8,Ethiopia,In Store,Single,medium,Seasonal,512.25,24.0,1319.25
2017,8,Ethiopia,Online,Single,medium,Evergreen,310.5,20.0,1319.25
2017,8,Ethiopia,Online,Single,medium,Seasonal,162.75,24.0,1319.25
2017,8,Guatemala,In Store,Single,medium,Seasonal,395.25,20.0,534.75
2017,8,Guatemala,Online,Single,medium,Seasonal,139.5,21.491891891891893,534.75
2017,8,"Guatemala, Brazil ",Online,Blend,dark,Evergreen,249.0,20.0,249.0
2017,8,Kenya,In Store,Single,medium,Seasonal,292.5,24.0,378.3125
2017,8,Kenya,Online,Single,medium,Seasonal,85.8125,25.612403100775193,378.3125
2017,8,Mexico,Online,Single,medium,Seasonal,2.03125,32.0,2.03125
2017,8,Nicaragua,Online,Single,medium,Seasonal,102.0,29.333333333333382,102.0
2017,8,Panama,In Store,Single,light,Seasonal,15.0,76.57142857142857,15.5
2017,8,Panama,Online,Single,light,Seasonal,0.5,76.0,15.5
2017,8,Rwanda,In Store,Single,light,Seasonal,0.75,20.0,0.75
